anomaly_type,warehouse_id,detection_date,observed_value,baseline_value,deviation,severity,description,flagged_at
operator_accuracy_drop,DHL-WH-TX03,2023-05-21,0.0,96.6667,96.6667,HIGH,Operator 3 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.146818
operator_accuracy_drop,DHL-WH-TX03,2023-09-19,50.0,100.0,50.0,HIGH,Operator 3 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.146868
operator_accuracy_drop,DHL-WH-IL02,2023-04-26,0.0,100.0,100.0,HIGH,Operator 4 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.147833
operator_accuracy_drop,DHL-WH-IL02,2023-05-02,0.0,96.6667,96.6667,HIGH,Operator 4 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.147877
operator_accuracy_drop,DHL-WH-IL02,2023-06-04,0.0,93.3333,93.3333,HIGH,Operator 4 accuracy 0.00% is 93.3pp below their 30-day average (93.33%),2026-06-13T20:22:22.147920
operator_accuracy_drop,DHL-WH-IL02,2023-07-13,0.0,96.6667,96.6667,HIGH,Operator 4 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.147959
operator_accuracy_drop,DHL-WH-IL02,2023-08-09,50.0,96.6667,46.6667,HIGH,Operator 4 accuracy 50.00% is 46.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.147996
operator_accuracy_drop,DHL-WH-NJ01,2022-02-06,0.0,100.0,100.0,HIGH,Operator 4 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.148955
operator_accuracy_drop,DHL-WH-NJ01,2022-08-01,0.0,100.0,100.0,HIGH,Operator 4 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.148999
operator_accuracy_drop,DHL-WH-NJ01,2022-11-17,0.0,100.0,100.0,HIGH,Operator 4 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.149040
operator_accuracy_drop,DHL-WH-NJ01,2022-12-17,0.0,96.6667,96.6667,HIGH,Operator 4 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.149080
operator_accuracy_drop,DHL-WH-NJ01,2023-09-04,50.0,100.0,50.0,HIGH,Operator 4 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.149119
operator_accuracy_drop,DHL-WH-TX03,2022-07-17,0.0,100.0,100.0,HIGH,Operator 4 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.150076
operator_accuracy_drop,DHL-WH-TX03,2022-11-10,50.0,100.0,50.0,HIGH,Operator 4 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.150121
operator_accuracy_drop,DHL-WH-TX03,2022-11-18,50.0,98.3333,48.3333,HIGH,Operator 4 accuracy 50.00% is 48.3pp below their 30-day average (98.33%),2026-06-13T20:22:22.150163
operator_accuracy_drop,DHL-WH-TX03,2022-12-11,0.0,96.6667,96.6667,HIGH,Operator 4 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.150204
operator_accuracy_drop,DHL-WH-TX03,2023-02-06,0.0,100.0,100.0,HIGH,Operator 4 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.150243
operator_accuracy_drop,DHL-WH-TX03,2023-08-27,0.0,100.0,100.0,HIGH,Operator 4 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.150280
operator_accuracy_drop,DHL-WH-NJ01,2022-04-08,0.0,100.0,100.0,HIGH,Operator 5 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.152111
operator_accuracy_drop,DHL-WH-NJ01,2023-11-22,0.0,100.0,100.0,HIGH,Operator 5 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.152154
operator_accuracy_drop,DHL-WH-TX03,2022-01-25,0.0,100.0,100.0,HIGH,Operator 5 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.153115
operator_accuracy_drop,DHL-WH-TX03,2022-04-17,0.0,100.0,100.0,HIGH,Operator 5 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.153158
operator_accuracy_drop,DHL-WH-TX03,2022-11-03,50.0,100.0,50.0,HIGH,Operator 5 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.153199
operator_accuracy_drop,DHL-WH-TX03,2023-02-27,0.0,100.0,100.0,HIGH,Operator 5 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.153239
operator_accuracy_drop,DHL-WH-TX03,2023-11-28,0.0,100.0,100.0,HIGH,Operator 5 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.153276
operator_accuracy_drop,DHL-WH-TX03,2023-12-14,0.0,96.6667,96.6667,HIGH,Operator 5 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.153313
operator_accuracy_drop,DHL-WH-IL02,2022-01-27,66.667,100.0,33.333,HIGH,Operator 6 accuracy 66.67% is 33.3pp below their 30-day average (100.00%),2026-06-13T20:22:22.154251
operator_accuracy_drop,DHL-WH-IL02,2022-02-23,50.0,98.8889,48.8889,HIGH,Operator 6 accuracy 50.00% is 48.9pp below their 30-day average (98.89%),2026-06-13T20:22:22.154295
operator_accuracy_drop,DHL-WH-IL02,2022-12-30,0.0,100.0,100.0,HIGH,Operator 6 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.154336
operator_accuracy_drop,DHL-WH-NJ01,2023-03-19,0.0,100.0,100.0,HIGH,Operator 6 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.155271
operator_accuracy_drop,DHL-WH-NJ01,2023-04-03,50.0,96.6667,46.6667,HIGH,Operator 6 accuracy 50.00% is 46.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.155314
operator_accuracy_drop,DHL-WH-NJ01,2023-10-01,0.0,100.0,100.0,HIGH,Operator 6 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.155353
operator_accuracy_drop,DHL-WH-TX03,2022-01-14,50.0,85.7143,35.7143,HIGH,Operator 6 accuracy 50.00% is 35.7pp below their 30-day average (85.71%),2026-06-13T20:22:22.156275
operator_accuracy_drop,DHL-WH-TX03,2023-04-16,0.0,100.0,100.0,HIGH,Operator 6 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.156319
operator_accuracy_drop,DHL-WH-TX03,2023-06-12,0.0,100.0,100.0,HIGH,Operator 6 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.156360
operator_accuracy_drop,DHL-WH-TX03,2023-07-28,0.0,100.0,100.0,HIGH,Operator 6 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.156400
operator_accuracy_drop,DHL-WH-TX03,2023-12-31,0.0,100.0,100.0,HIGH,Operator 6 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.156436
operator_accuracy_drop,DHL-WH-IL02,2022-02-06,0.0,100.0,100.0,HIGH,Operator 7 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.157363
operator_accuracy_drop,DHL-WH-IL02,2022-04-14,0.0,100.0,100.0,HIGH,Operator 7 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.157406
operator_accuracy_drop,DHL-WH-IL02,2022-08-05,0.0,100.0,100.0,HIGH,Operator 7 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.157446
operator_accuracy_drop,DHL-WH-IL02,2022-12-14,50.0,100.0,50.0,HIGH,Operator 7 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.157485
operator_accuracy_drop,DHL-WH-IL02,2023-02-20,50.0,100.0,50.0,HIGH,Operator 7 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.157522
operator_accuracy_drop,DHL-WH-IL02,2023-08-30,0.0,100.0,100.0,HIGH,Operator 7 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.157559
operator_accuracy_drop,DHL-WH-NJ01,2022-03-10,0.0,100.0,100.0,HIGH,Operator 7 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.158522
operator_accuracy_drop,DHL-WH-NJ01,2022-06-20,50.0,100.0,50.0,HIGH,Operator 7 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.158565
operator_accuracy_drop,DHL-WH-NJ01,2022-10-19,66.667,100.0,33.333,HIGH,Operator 7 accuracy 66.67% is 33.3pp below their 30-day average (100.00%),2026-06-13T20:22:22.158606
operator_accuracy_drop,DHL-WH-NJ01,2023-03-17,0.0,100.0,100.0,HIGH,Operator 7 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.158644
operator_accuracy_drop,DHL-WH-NJ01,2023-08-24,0.0,100.0,100.0,HIGH,Operator 7 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.158681
operator_accuracy_drop,DHL-WH-NJ01,2023-11-04,0.0,100.0,100.0,HIGH,Operator 7 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.158729
operator_accuracy_drop,DHL-WH-TX03,2022-07-03,0.0,100.0,100.0,HIGH,Operator 7 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.159640
operator_accuracy_drop,DHL-WH-TX03,2022-07-26,66.667,96.6667,29.9997,HIGH,Operator 7 accuracy 66.67% is 30.0pp below their 30-day average (96.67%),2026-06-13T20:22:22.159684
operator_accuracy_drop,DHL-WH-TX03,2023-01-08,66.667,100.0,33.333,HIGH,Operator 7 accuracy 66.67% is 33.3pp below their 30-day average (100.00%),2026-06-13T20:22:22.159735
operator_accuracy_drop,DHL-WH-TX03,2023-06-29,0.0,100.0,100.0,HIGH,Operator 7 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.159774
operator_accuracy_drop,DHL-WH-IL02,2022-03-10,66.667,100.0,33.333,HIGH,Operator 8 accuracy 66.67% is 33.3pp below their 30-day average (100.00%),2026-06-13T20:22:22.160683
operator_accuracy_drop,DHL-WH-IL02,2022-04-07,0.0,98.8889,98.8889,HIGH,Operator 8 accuracy 0.00% is 98.9pp below their 30-day average (98.89%),2026-06-13T20:22:22.160738
operator_accuracy_drop,DHL-WH-IL02,2023-03-12,50.0,100.0,50.0,HIGH,Operator 8 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.160778
operator_accuracy_drop,DHL-WH-IL02,2023-10-01,0.0,100.0,100.0,HIGH,Operator 8 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.160818
operator_accuracy_drop,DHL-WH-NJ01,2022-02-17,0.0,100.0,100.0,HIGH,Operator 8 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.161741
operator_accuracy_drop,DHL-WH-NJ01,2022-09-28,0.0,100.0,100.0,HIGH,Operator 8 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.161786
operator_accuracy_drop,DHL-WH-NJ01,2022-10-18,0.0,96.6667,96.6667,HIGH,Operator 8 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.161827
operator_accuracy_drop,DHL-WH-NJ01,2023-04-09,0.0,100.0,100.0,HIGH,Operator 8 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.161867
operator_accuracy_drop,DHL-WH-NJ01,2023-07-11,0.0,100.0,100.0,HIGH,Operator 8 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.161904
operator_accuracy_drop,DHL-WH-TX03,2022-07-29,0.0,100.0,100.0,HIGH,Operator 8 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.162862
operator_accuracy_drop,DHL-WH-TX03,2022-09-01,0.0,100.0,100.0,HIGH,Operator 8 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.162926
operator_accuracy_drop,DHL-WH-TX03,2023-04-02,0.0,100.0,100.0,HIGH,Operator 8 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.162966
operator_accuracy_drop,DHL-WH-TX03,2023-10-20,50.0,100.0,50.0,HIGH,Operator 8 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.163006
operator_accuracy_drop,DHL-WH-TX03,2023-11-11,0.0,98.3333,98.3333,HIGH,Operator 8 accuracy 0.00% is 98.3pp below their 30-day average (98.33%),2026-06-13T20:22:22.163044
operator_accuracy_drop,DHL-WH-IL02,2022-06-10,0.0,100.0,100.0,HIGH,Operator 9 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.164081
operator_accuracy_drop,DHL-WH-IL02,2022-07-30,0.0,100.0,100.0,HIGH,Operator 9 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.164124
operator_accuracy_drop,DHL-WH-IL02,2023-05-08,0.0,100.0,100.0,HIGH,Operator 9 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.164164
operator_accuracy_drop,DHL-WH-IL02,2023-07-22,50.0,100.0,50.0,HIGH,Operator 9 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.164203
operator_accuracy_drop,DHL-WH-NJ01,2022-02-04,0.0,100.0,100.0,HIGH,Operator 9 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.165138
operator_accuracy_drop,DHL-WH-NJ01,2022-10-03,50.0,100.0,50.0,HIGH,Operator 9 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.165181
operator_accuracy_drop,DHL-WH-NJ01,2023-10-14,0.0,100.0,100.0,HIGH,Operator 9 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.165222
operator_accuracy_drop,DHL-WH-TX03,2022-09-30,0.0,100.0,100.0,HIGH,Operator 9 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.166146
operator_accuracy_drop,DHL-WH-TX03,2023-04-13,0.0,100.0,100.0,HIGH,Operator 9 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.166188
operator_accuracy_drop,DHL-WH-IL02,2022-09-18,0.0,100.0,100.0,HIGH,Operator 10 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.167117
operator_accuracy_drop,DHL-WH-IL02,2022-11-05,0.0,100.0,100.0,HIGH,Operator 10 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.167161
operator_accuracy_drop,DHL-WH-IL02,2023-08-19,0.0,100.0,100.0,HIGH,Operator 10 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.167203
operator_accuracy_drop,DHL-WH-IL02,2023-08-24,50.0,96.6667,46.6667,HIGH,Operator 10 accuracy 50.00% is 46.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.167245
operator_accuracy_drop,DHL-WH-IL02,2023-08-25,50.0,95.0,45.0,HIGH,Operator 10 accuracy 50.00% is 45.0pp below their 30-day average (95.00%),2026-06-13T20:22:22.167283
operator_accuracy_drop,DHL-WH-NJ01,2022-06-11,0.0,100.0,100.0,HIGH,Operator 10 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.168224
operator_accuracy_drop,DHL-WH-NJ01,2022-10-05,0.0,100.0,100.0,HIGH,Operator 10 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.168267
operator_accuracy_drop,DHL-WH-NJ01,2023-08-16,0.0,100.0,100.0,HIGH,Operator 10 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.168309
operator_accuracy_drop,DHL-WH-TX03,2022-10-21,50.0,100.0,50.0,HIGH,Operator 10 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.169249
operator_accuracy_drop,DHL-WH-IL02,2022-01-27,50.0,100.0,50.0,HIGH,Operator 11 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.170184
operator_accuracy_drop,DHL-WH-NJ01,2022-12-09,0.0,100.0,100.0,HIGH,Operator 11 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.171113
operator_accuracy_drop,DHL-WH-NJ01,2023-03-22,0.0,100.0,100.0,HIGH,Operator 11 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.171157
operator_accuracy_drop,DHL-WH-NJ01,2023-06-29,0.0,100.0,100.0,HIGH,Operator 11 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.171198
operator_accuracy_drop,DHL-WH-NJ01,2023-08-18,50.0,100.0,50.0,HIGH,Operator 11 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.171237
operator_accuracy_drop,DHL-WH-NJ01,2023-11-27,50.0,100.0,50.0,HIGH,Operator 11 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.171273
operator_accuracy_drop,DHL-WH-TX03,2022-08-06,0.0,100.0,100.0,HIGH,Operator 11 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.172199
operator_accuracy_drop,DHL-WH-TX03,2023-03-14,0.0,100.0,100.0,HIGH,Operator 11 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.172243
operator_accuracy_drop,DHL-WH-IL02,2022-05-02,0.0,100.0,100.0,HIGH,Operator 12 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.173155
operator_accuracy_drop,DHL-WH-NJ01,2022-05-08,0.0,100.0,100.0,HIGH,Operator 12 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.174067
operator_accuracy_drop,DHL-WH-NJ01,2022-11-18,50.0,100.0,50.0,HIGH,Operator 12 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.174109
operator_accuracy_drop,DHL-WH-NJ01,2023-04-20,0.0,100.0,100.0,HIGH,Operator 12 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.174149
operator_accuracy_drop,DHL-WH-NJ01,2023-11-28,0.0,100.0,100.0,HIGH,Operator 12 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.174188
operator_accuracy_drop,DHL-WH-NJ01,2023-12-29,0.0,96.6667,96.6667,HIGH,Operator 12 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.174226
operator_accuracy_drop,DHL-WH-TX03,2022-03-25,0.0,100.0,100.0,HIGH,Operator 12 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.175177
operator_accuracy_drop,DHL-WH-TX03,2022-10-19,0.0,100.0,100.0,HIGH,Operator 12 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.175220
operator_accuracy_drop,DHL-WH-TX03,2022-11-21,0.0,96.6667,96.6667,HIGH,Operator 12 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.175260
operator_accuracy_drop,DHL-WH-TX03,2023-10-21,50.0,100.0,50.0,HIGH,Operator 12 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.175299
operator_accuracy_drop,DHL-WH-IL02,2022-05-13,0.0,100.0,100.0,HIGH,Operator 13 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.176220
operator_accuracy_drop,DHL-WH-IL02,2022-05-26,0.0,96.6667,96.6667,HIGH,Operator 13 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.176265
operator_accuracy_drop,DHL-WH-IL02,2022-11-06,0.0,100.0,100.0,HIGH,Operator 13 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.176305
operator_accuracy_drop,DHL-WH-IL02,2023-04-06,50.0,100.0,50.0,HIGH,Operator 13 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.176345
operator_accuracy_drop,DHL-WH-IL02,2023-06-16,0.0,100.0,100.0,HIGH,Operator 13 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.176382
operator_accuracy_drop,DHL-WH-IL02,2023-07-03,0.0,96.6667,96.6667,HIGH,Operator 13 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.176418
operator_accuracy_drop,DHL-WH-NJ01,2022-11-23,50.0,100.0,50.0,HIGH,Operator 13 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.177330
operator_accuracy_drop,DHL-WH-NJ01,2023-12-16,0.0,100.0,100.0,HIGH,Operator 13 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.177375
operator_accuracy_drop,DHL-WH-NJ01,2023-12-28,0.0,96.6667,96.6667,HIGH,Operator 13 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.177415
operator_accuracy_drop,DHL-WH-TX03,2022-07-20,0.0,100.0,100.0,HIGH,Operator 13 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.178340
operator_accuracy_drop,DHL-WH-TX03,2022-09-28,50.0,100.0,50.0,HIGH,Operator 13 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.178382
operator_accuracy_drop,DHL-WH-TX03,2023-05-02,0.0,100.0,100.0,HIGH,Operator 13 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.178420
operator_accuracy_drop,DHL-WH-TX03,2023-10-08,0.0,100.0,100.0,HIGH,Operator 13 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.178456
operator_accuracy_drop,DHL-WH-IL02,2022-07-17,66.667,100.0,33.333,HIGH,Operator 14 accuracy 66.67% is 33.3pp below their 30-day average (100.00%),2026-06-13T20:22:22.179420
operator_accuracy_drop,DHL-WH-NJ01,2022-09-21,0.0,100.0,100.0,HIGH,Operator 14 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.180412
operator_accuracy_drop,DHL-WH-NJ01,2023-01-11,0.0,100.0,100.0,HIGH,Operator 14 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.180456
operator_accuracy_drop,DHL-WH-NJ01,2023-02-02,0.0,96.6667,96.6667,HIGH,Operator 14 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.180498
operator_accuracy_drop,DHL-WH-NJ01,2023-03-27,0.0,100.0,100.0,HIGH,Operator 14 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.180537
operator_accuracy_drop,DHL-WH-NJ01,2023-10-17,0.0,100.0,100.0,HIGH,Operator 14 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.180574
operator_accuracy_drop,DHL-WH-NJ01,2023-12-26,50.0,100.0,50.0,HIGH,Operator 14 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.180611
operator_accuracy_drop,DHL-WH-TX03,2022-08-23,0.0,100.0,100.0,HIGH,Operator 14 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.181527
operator_accuracy_drop,DHL-WH-TX03,2023-04-05,0.0,100.0,100.0,HIGH,Operator 14 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.181570
operator_accuracy_drop,DHL-WH-IL02,2022-06-27,0.0,100.0,100.0,HIGH,Operator 15 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.182490
operator_accuracy_drop,DHL-WH-IL02,2022-07-03,0.0,96.6667,96.6667,HIGH,Operator 15 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.182532
operator_accuracy_drop,DHL-WH-IL02,2022-10-23,66.667,100.0,33.333,HIGH,Operator 15 accuracy 66.67% is 33.3pp below their 30-day average (100.00%),2026-06-13T20:22:22.182571
operator_accuracy_drop,DHL-WH-NJ01,2023-07-06,0.0,100.0,100.0,HIGH,Operator 15 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.183487
operator_accuracy_drop,DHL-WH-TX03,2022-03-21,66.667,100.0,33.333,HIGH,Operator 15 accuracy 66.67% is 33.3pp below their 30-day average (100.00%),2026-06-13T20:22:22.184389
operator_accuracy_drop,DHL-WH-TX03,2023-04-27,50.0,100.0,50.0,HIGH,Operator 15 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.184433
operator_accuracy_drop,DHL-WH-TX03,2023-09-07,0.0,100.0,100.0,HIGH,Operator 15 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.184474
operator_accuracy_drop,DHL-WH-IL02,2023-05-01,0.0,100.0,100.0,HIGH,Operator 16 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.185395
operator_accuracy_drop,DHL-WH-IL02,2023-06-10,0.0,96.6667,96.6667,HIGH,Operator 16 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.185439
operator_accuracy_drop,DHL-WH-NJ01,2023-08-14,0.0,100.0,100.0,HIGH,Operator 16 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.186358
operator_accuracy_drop,DHL-WH-TX03,2022-10-21,0.0,100.0,100.0,HIGH,Operator 16 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.187257
operator_accuracy_drop,DHL-WH-TX03,2022-11-22,0.0,96.6667,96.6667,HIGH,Operator 16 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.187300
operator_accuracy_drop,DHL-WH-TX03,2023-06-15,0.0,100.0,100.0,HIGH,Operator 16 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.187339
operator_accuracy_drop,DHL-WH-IL02,2022-03-28,50.0,100.0,50.0,HIGH,Operator 17 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.188263
operator_accuracy_drop,DHL-WH-IL02,2023-03-12,50.0,100.0,50.0,HIGH,Operator 17 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.188307
operator_accuracy_drop,DHL-WH-IL02,2023-05-24,0.0,100.0,100.0,HIGH,Operator 17 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.188348
operator_accuracy_drop,DHL-WH-IL02,2023-09-19,50.0,100.0,50.0,HIGH,Operator 17 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.188387
